"CD31_young" "CD31_young.1" "CD31_young.2" "CD31_young.3" "E_young" "E_young.1" "E_young.2" "E_young.3" "G_young" "G_young.1" "G_young.2" "G_young.3" "PG_young" "PG_young.1" "PGE_young" "PGE_young.1" "PGE_young.2"
"Clec4d" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Clec4e" 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0
"Clec4f" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Clec4g" 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Clec4n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Clec5a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Clec7a" 7 0 0 16 0 0 0 0 2 0 0 0 0 11 0 0 0
"Clec9a" 7 0 143 73 0 0 0 0 7 0 0 0 0 0 0 0 0
"Clgn" 0 0 0 7 0 26 155 0 59 0 0 0 0 2 150 0 0
"Clhc1" 0 0 0 1 157 17 134 207 0 0 0 0 0 0 108 609 80
"Clic1" 10033 5322 6718 2935 9964 3910 3471 3657 2614 790 81 1374 92 116 4082 3334 4746
"Clic3" 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"Clic4" 3503 7599 10172 6360 523 2570 2214 2434 1395 875 532 1651 1206 917 2155 2249 1444
"Clic5" 5469 6556 6333 4269 0 8 0 2 0 0 0 0 28 0 11 0 8
"Clic6" 0 0 5 2 0 0 0 14 0 8 0 0 0 0 0 0 5
"Clint1" 614 1506 121 1103 313 567 784 674 200 294 442 782 923 117 786 441 656
"Clip1" 216 2360 2522 3045 12 129 177 428 246 1223 1309 431 255 302 243 90 82
"Clip2" 0 0 0 12 19 98 130 127 175 162 150 136 89 70 52 202 30
"Clip3" 4 2 85 6 3235 2974 2630 1697 2803 1542 253 1286 2272 1005 2455 2676 2591
"Clip4" 0 5 4 1 191 195 255 729 1679 1440 1145 1368 887 839 393 285 544
"Clk1" 7783 11435 13190 6676 3034 6006 8762 7470 23555 50168 25645 27738 33839 12322 9113 10992 8292
"Clk2" 794 674 983 357 419 654 370 342 1290 1336 736 1275 308 246 573 276 472
"Clk3" 1812 1040 656 638 2496 1069 1141 1642 2582 690 1431 532 1008 674 1649 3060 1475
"Clk4" 2577 3560 4339 1416 878 1845 3250 3371 4198 8108 3779 4592 5859 3037 2169 5237 2441
"Clmn" 4 6 8 15 0 69 1 22 1991 3039 1380 1950 3368 3227 1 1 9
"Clmp" 12 0 0 81 0 0 0 0 29 0 0 0 0 0 0 0 0
"Cln3" 3 729 627 28 151 483 536 357 3399 956 291 1187 547 1497 954 1917 628
"Cln5" 550 802 1 634 420 339 79 230 59 470 462 411 202 183 77 64 140
"Cln6" 0 0 75 66 123 0 50 173 358 86 114 53 217 357 115 20 282
"Cln8" 147 18 0 8 16 326 364 171 1925 184 387 62 691 191 483 71 131
"Clnk" 17 0 0 9 0 0 0 0 0 1 0 0 0 0 0 0 0
"Clns1a" 780 1161 1078 921 4098 4458 4124 5294 2301 1159 388 1918 2073 1475 5311 6748 5146
"Clock" 969 1237 919 920 750 594 723 469 152 1582 341 1179 548 651 426 1396 602
"Clp1" 511 157 1 106 971 354 595 889 786 147 254 3 314 480 580 1859 452
"Clpb" 24 262 131 529 1164 395 441 438 1068 476 488 228 51 241 1190 445 609
"Clpp" 5207 4243 3679 1753 14423 10279 7332 8164 9484 2883 3504 2986 2870 3287 12087 11195 10797
"Clps" 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Clpsl2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Clptm1" 22 196 73 17 331 62 293 48 239 426 29 49 463 498 174 29 181
"Clptm1l" 1928 753 515 741 1392 407 915 609 1148 1235 972 401 851 912 583 1330 831
"Clpx" 1339 1508 1623 307 48 302 191 765 934 1873 444 604 871 717 673 331 844
"Clrn1" 0 0 0 0 209 0 0 0 80 0 0 0 0 0 0 0 6
"Clrn2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Clrn3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Clspn" 2 5 0 7 4153 2471 3970 3878 16 1 488 4 204 118 2241 1931 2209
"Clstn1" 22 0 338 16 26 51 62 6 91 19 0 10 363 208 53 20 44
"Clstn2" 20 0 0 8 0 51 0 35 0 0 0 0 0 0 0 0 0
"Clstn3" 0 26 0 3 30 31 0 0 0 85 0 0 7 0 0 7 0
"Clta" 1018 1033 702 798 487 1264 720 780 447 986 1227 478 607 715 905 1517 703
"Cltb" 33 799 1236 616 370 327 470 182 547 249 1114 163 228 228 183 111 352
"Cltc" 2568 7839 8712 5799 1675 2598 2408 3009 8313 11587 5488 7578 8010 3181 2592 3223 1740
"Clu" 524 988 1608 708 2221 169 468 487 376979 124800 122469 221736 136825 144503 978 1661 1028
"Cluap1" 604 3 1697 371 3729 1339 1234 1639 1633 861 1028 1457 1019 178 2130 1621 1677
"Cluh" 955 480 46 238 401 445 339 438 821 1038 1214 592 1570 503 721 59 262
"Clvs1" 0 0 0 12 845 56 3 23 8 33 0 0 3 1 0 146 71
"Clvs2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Clybl" 1717 934 1070 831 1544 2280 836 2177 10797 6013 4702 6519 4042 5432 2374 3229 3116
"Cma1" 0 24 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cma2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cmah" 0 0 0 3 0 0 0 0 0 1 1 0 0 0 0 0 0
"Cmas" 226 1058 745 70 284 479 441 217 538 435 157 167 302 310 631 286 480
"Cmbl" 0 0 0 11 0 1 8 0 0 656 847 623 912 886 34 1 1
"Cmc1" 778 523 1711 855 2174 3160 2339 2383 721 369 404 889 617 667 2449 2030 2094
"Cmc2" 667 2749 68 334 3102 5133 3160 2430 938 447 323 415 233 374 3925 4008 3348
"Cmip" 2 17 0 0 664 775 777 505 192 537 563 873 821 300 966 956 598
"Cmklr1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cml1" 3098 2581 60 949 159 334 262 233 10259 6864 7787 7513 5850 8543 799 719 617
"Cml2" 66 0 993 0 0 0 0 0 299 152 1 12 10 3 0 0 0
"Cml3" 0 2 2 2 0 0 0 1 245 318 328 88 133 119 0 0 1
"Cml5" 0 0 0 0 1 0 5 0 175 483 397 460 321 227 0 1 0
"Cmpk1" 2244 376 2222 987 1224 1733 1944 2293 1543 1780 564 872 1010 212 1851 2121 1676
"Cmpk2" 79 641 37 72 0 113 194 241 698 111 469 229 79 294 33 436 258
"Cmss1" 1233 344 36 144 2578 2073 1659 2707 483 110 642 321 334 158 2475 4388 2927
"Cmtm1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cmtm2a" 0 0 0 0 0 2 0 0 2 0 0 0 0 0 2 0 6
"Cmtm2b" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"Cmtm3" 289 0 6 16 401 149 125 489 337 273 973 814 952 250 446 234 294
"Cmtm4" 25 1 20 12 1010 601 189 959 179 522 72 248 316 4 438 609 338
"Cmtm5" 20 54 58 44 2988 1556 772 1025 30727 26300 27383 25096 34011 38015 2878 3156 2726
"Cmtm6" 713 2463 2148 1401 0 98 25 84 76 78 0 104 36 493 300 115 246
"Cmtm7" 47 33 546 0 370 431 457 138 1 0 0 0 0 2 188 1 225
"Cmtm8" 1245 1987 2388 2329 0 0 117 8 0 0 0 0 0 0 8 102 54
"Cmya5" 6 0 0 0 0 0 2 0 354 4 232 752 2 0 0 0 0
"Cnbd2" 591 0 0 11 26 90 111 3 337 325 114 15 176 0 52 651 194
"Cnbp" 19548 9684 17672 15008 41390 28954 36689 42345 24130 15886 11947 20329 18516 14215 37980 52355 35064
"Cndp1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cndp2" 1470 55 861 886 324 608 694 481 263 719 42 354 323 611 648 834 937
"Cnep1r1" 339 911 1486 1625 553 939 1250 1172 2472 1945 1149 1457 3341 912 1270 1739 1629
"Cnfn" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cnga1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cnga2" 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0
"Cnga3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cnga4" 0 0 0 0 0 0 0 0 0 0 0 0 2 12 0 0 0
"Cngb1" 0 368 3 164 0 0 0 0 0 0 0 0 0 0 0 0 2
"Cngb3" 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cnih" 1389 1991 1677 1772 4899 7139 8377 8676 9552 6006 8144 7489 4484 5829 8587 11285 9377
"Cnih2" 0 0 0 0 0 17 45 21 0 0 0 0 0 9 68 0 22
"Cnih3" 0 0 0 3 0 141 70 34 0 4 1 0 0 0 4 10 69
"Cnih4" 4862 9374 5824 2843 10533 14958 10728 11607 1933 1541 2982 3092 3579 2635 12572 15264 14589
"Cnksr1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cnksr2" 19 0 0 0 0 0 17 0 0 156 17 0 2 0 0 0 0
"Cnksr3" 344 285 6 341 5 69 11 75 421 381 605 271 1 52 170 0 106
"Cnn1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cnn2" 2049 2103 2124 1002 9 5 0 0 142 0 0 7 0 0 3 0 5
"Cnn3" 379 1796 2503 1405 1047 1395 1050 1475 2429 5794 4569 5152 5170 5304 2259 957 2004
"Cnnm1" 26 0 0 0 0 0 0 0 20 3 0 0 0 0 0 0 0
"Cnnm2" 74 787 1258 0 255 35 300 9 549 157 0 107 233 51 0 414 10
"Cnnm3" 948 52 415 280 166 499 472 347 1017 1173 223 1111 952 1013 669 240 603
"Cnnm4" 1 449 586 9 29 65 359 202 138 9 1 285 392 2 190 474 216
"Cnot1" 895 1204 2203 1447 353 1371 1622 2189 842 1492 1475 870 330 714 897 1179 1622
"Cnot10" 96 1302 336 914 1235 689 705 651 1491 342 336 357 906 211 1106 371 1002
"Cnot11" 0 1 652 68 246 146 295 307 24 170 39 0 34 63 481 24 125
"Cnot2" 1175 638 818 870 1729 2279 2048 3152 932 1540 908 677 697 741 1448 1970 2369
"Cnot3" 179 320 111 185 180 499 337 165 177 301 135 166 190 87 378 368 205
"Cnot4" 1030 6450 1912 2493 2363 3256 3638 3371 2657 3079 2996 2966 3889 4780 2323 3095 3691
"Cnot6" 611 2693 832 1360 451 1768 1718 1526 553 1322 561 1059 831 530 1169 1691 1157
"Cnot6l" 454 2949 615 3072 138 397 749 409 243 584 1 17 311 418 403 866 381
"Cnot7" 736 2144 692 731 1199 893 2172 2019 461 1097 1066 1541 2565 1110 922 1100 1585
"Cnot8" 1147 769 2219 1165 3822 1352 2999 2809 3757 1879 444 71 2477 1139 2984 4151 3081
"Cnp" 11 1026 8 9 2218 1652 1075 1501 14745 1699 1755 3181 6526 1284 1221 1246 1195
"Cnppd1" 12 1470 1129 38 629 392 484 626 730 371 8 459 125 370 550 126 517
"Cnpy1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cnpy2" 1043 2727 771 1625 5962 6101 4679 4360 1787 630 556 2103 2161 1655 6254 8502 7547
"Cnpy3" 300 420 661 377 485 505 595 446 884 255 239 328 826 888 597 73 453
"Cnpy4" 58 1 423 11 767 943 1834 2294 921 316 2043 1371 917 227 2300 1685 1631
"Cnr1" 0 1 0 0 1 140 57 360 1334 1764 1700 3221 569 83 242 258 109
"Cnr2" 0 0 0 8 0 1 0 0 0 0 0 0 0 0 0 0 0
"Cnrip1" 12 2 1 4 325 893 884 964 1083 1432 1152 1174 587 786 1472 1462 1138
"Cnst" 320 181 965 376 489 76 221 296 208 253 204 123 240 125 236 15 129
"Cntd1" 0 0 0 0 0 0 91 130 0 0 0 0 0 0 4 90 22
"Cntf" 0 0 0 0 0 0 0 19 0 72 0 0 0 0 0 0 3
"Cntfr" 0 1 4 0 290 519 344 241 1467 1009 474 580 858 322 236 329 224
"Cntln" 959 1133 1594 9 626 670 958 1558 610 709 38 169 208 37 670 382 1291
"Cntn1" 76 361 4 23 2 2 15 0 2152 2685 371 1682 1107 323 10 0 22
"Cntn2" 14 0 0 8 275 41 12 57 989 0 0 1 658 44 0 0 0
"Cntn3" 0 0 0 0 0 0 0 0 0 1 0 0 90 0 0 0 0
"Cntn4" 0 0 0 0 5 11 0 0 9 68 0 624 1 12 31 0 50
"Cntn5" 0 36 0 8 0 0 0 0 0 110 0 0 0 0 0 0 1
"Cntn6" 0 0 0 0 0 0 0 0 36 51 0 27 0 0 0 0 0
"Cntnap1" 162 462 0 0 0 0 0 9 243 0 148 0 0 0 0 0 2
"Cntnap2" 0 0 0 0 0 41 17 0 0 80 0 0 2 16 0 0 5
"Cntnap3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cntnap4" 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cntnap5a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cntnap5b" 0 0 0 0 0 0 0 0 373 0 0 303 0 0 0 0 5
"Cntnap5c" 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
"Cntrob" 35 65 20 42 737 589 719 635 15 61 42 35 183 59 815 511 685
"Coa3" 10961 12026 7751 5846 12819 13622 9435 8259 5428 3694 4503 3710 5851 4472 11025 9677 14302
"Coa4" 1 1610 1043 380 394 805 944 634 496 354 677 914 988 699 971 201 718
"Coa5" 144 544 353 12 401 503 704 487 597 708 697 201 468 242 590 935 580
"Coa6" 1 1 460 310 91 284 1047 758 633 908 529 367 646 224 1510 1397 738
"Coasy" 1 249 319 0 287 489 799 933 86 28 316 556 1165 62 525 787 682
"Cobl" 0 15 0 0 0 0 29 0 7 312 0 9 0 29 0 0 0
"Cobll1" 3473 4466 4763 4788 33 2 0 26 614 498 185 723 271 9 2 0 6
"Coch" 0 0 24 0 0 0 0 1 0 200 0 0 0 0 0 0 49
"Cog1" 10 0 122 278 5 31 82 175 313 22 1 0 83 93 87 1 74
"Cog2" 0 398 657 32 119 238 252 230 755 117 83 127 101 683 400 380 422
"Cog3" 1096 1427 1 68 71 269 334 218 91 190 445 366 618 209 130 410 333
"Cog4" 2154 54 511 675 625 452 392 515 141 1197 484 650 422 350 866 627 439
"Cog5" 38 673 128 597 48 297 158 31 795 87 37 633 508 121 123 159 194
"Cog6" 183 1168 126 740 1503 489 442 630 2481 1439 143 613 656 586 464 300 319
"Cog7" 1664 35 64 482 289 191 144 101 1419 404 785 386 735 350 179 226 277
"Cog8" 46 0 0 450 0 38 116 6 0 32 0 65 127 32 25 0 1
"Coil" 0 1198 0 1 120 382 431 163 196 237 1 81 247 46 481 196 379
"Col10a1" 0 0 0 17 0 0 52 0 0 4 5 0 0 0 0 13 38
"Col11a1" 0 0 0 6 14 214 357 107 19 225 1 232 2 142 37 310 169
"Col11a2" 0 19 30 0 0 0 2 0 88 149 393 46 61 44 0 38 27
"Col12a1" 10 0 0 0 0 0 0 63 1 0 0 0 0 0 0 0 10
"Col13a1" 17 0 0 12 0 1 0 0 0 0 0 0 0 0 0 0 0
"Col14a1" 4 755 1885 499 0 0 0 3 0 0 0 0 0 0 0 0 1
"Col15a1" 0 0 0 0 0 0 0 0 0 0 0 7 5 0 0 0 0
"Col16a1" 21 4 9 4 2 2 11 1 770 1076 1142 602 700 785 6 51 11
"Col17a1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Col18a1" 292 1123 530 340 39 18 1 148 0 0 29 0 208 0 191 7 82
"Col19a1" 20 1 0 0 1 1 1 1 0 2 0 0 3 1 2 0 3
"Col1a1" 0 0 0 6 0 0 0 2 394 252 231 2 440 116 0 0 5
"Col1a2" 1 0 0 0 0 1 0 76 43 443 30 158 146 0 5 0 34
"Col20a1" 0 0 0 0 0 3 13 0 85 0 0 13 40 0 0 120 0
"Col22a1" 0 0 0 6 7 0 0 0 52 0 0 0 0 0 0 0 0
"Col23a1" 0 253 0 2 0 61 0 2 190 213 9 37 23 155 1 43 54
"Col24a1" 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0
"Col25a1" 13 0 0 0 160 0 0 50 0 2 0 10 0 0 0 0 0
"Col26a1" 0 0 0 2 0 0 1 2 0 0 1 0 1 0 0 273 0
"Col27a1" 29 0 35 0 0 35 15 84 98 778 346 119 45 234 0 0 0
"Col28a1" 0 0 0 0 0 0 33 28 0 0 0 0 0 0 0 161 61
"Col2a1" 9 0 0 0 51 0 40 96 0 6 0 0 4 0 57 0 42
"Col3a1" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Col4a1" 6138 8807 5378 4093 246 112 3 37 150 35 288 293 73 74 98 0 147
"Col4a2" 6677 5706 5808 3212 0 52 3 15 430 50 9 131 4 17 10 0 11
"Col4a3" 294 204 0 23 11 0 0 2 0 32 0 15 62 0 0 0 0
"Col4a3bp" 4127 7627 6138 5514 57 221 280 274 665 296 642 307 850 899 132 444 258
"Col4a4" 2 20 14 4 13 0 0 47 0 17 0 0 61 1 0 0 0
"Col4a5" 0 3 0 2 4 44 0 0 368 559 61 965 500 369 28 0 6
"Col4a6" 3 0 0 0 0 0 0 0 0 47 22 13 12 21 21 0 2
"Col5a1" 12 66 0 0 0 0 1 0 0 0 13 0 0 0 0 0 0
"Col5a2" 0 0 0 1 95 646 495 711 468 125 778 270 473 113 980 1674 1061
"Col5a3" 26 0 0 0 0 0 0 0 0 5 0 0 0 1 0 0 0
"Col6a1" 0 22 0 0 0 0 0 0 0 121 0 0 3 0 0 0 0
"Col6a2" 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0
"Col6a3" 23 0 0 13 0 43 36 0 0 0 0 6 0 0 0 0 0
"Col6a4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Col6a5" 6 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0
"Col6a6" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Col7a1" 6 36 0 6 0 0 0 0 28 18 90 6 91 0 5 0 35
"Col8a1" 0 110 3 0 0 0 0 0 8 0 0 0 0 0 0 0 0
"Col8a2" 0 0 0 4 0 1 0 13 0 0 0 0 0 0 19 0 0
"Col9a1" 0 0 1 6 0 0 0 0 56 0 0 4 0 0 0 0 0
"Col9a2" 30 0 0 0 0 0 0 0 124 38 109 6 10 43 2 0 0
"Col9a3" 0 291 24 1 271 270 32 40 380 363 24 9 76 229 184 129 222
"Colec10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Colec11" 0 0 0 0 0 69 0 44 0 1 0 0 0 0 0 0 0
"Colec12" 0 0 56 472 0 2 0 5 20 75 529 47 113 52 0 251 15
"Colq" 0 0 0 0 12 0 0 0 89 178 0 268 1 0 0 0 0
"Commd1" 8033 5410 2738 3125 9700 9020 8437 8314 2260 1435 1480 1419 2001 1299 9340 6791 8840
"Commd10" 2008 1078 612 736 2800 3675 4517 5004 2611 1261 325 945 1307 956 3086 3631 3251
"Commd2" 3540 1984 843 630 4662 5747 5245 5581 874 1380 2644 544 1791 1484 4902 6725 4571
"Commd3" 4191 6303 5393 4818 12335 17682 16019 14676 6649 6269 7358 4718 7029 5064 16130 17922 18597
"Commd4" 5152 5703 2597 2698 8482 7609 7383 3780 4057 2796 3702 2659 2713 2848 5990 8453 8163
"Commd5" 0 1 892 1121 1437 597 389 800 985 155 1015 902 127 365 905 3 803
"Commd6" 3643 7324 5183 2183 4807 7091 6420 6680 5836 4587 3974 3064 5245 5650 5650 9772 9034
"Commd7" 1154 1376 2072 443 673 1042 1290 889 803 961 97 821 1147 366 1142 2138 911
"Commd8" 1676 3203 1934 3661 3416 3722 3721 3974 2878 1784 1274 2823 2601 502 3368 4779 3458
"Commd9" 954 285 899 492 1251 4122 3133 2149 2839 1769 1208 1168 885 1438 2738 4851 4243
"Comp" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Comt" 769 281 1431 1095 792 924 1243 1084 5949 1799 1945 1794 1892 1870 2135 2852 1393
"Comtd1" 0 0 1 0 0 12 125 40 28 1 0 1 243 93 162 0 14
"Copa" 293 1698 2439 1122 483 858 1277 1497 1657 1267 1655 1769 1210 488 1082 1548 1231
"Copb1" 931 1361 3304 2016 1168 860 2083 2103 6100 4638 1711 3698 3541 2617 2838 1870 1911
"Copb2" 1101 1564 1432 1354 46 1370 1545 1558 1484 1951 621 908 673 664 1976 2147 1760
"Cope" 6721 2348 10312 5302 7329 6819 5503 5369 5483 2821 4598 3132 2240 2824 7161 9074 7645
"Copg1" 14 825 1153 417 1685 1960 1214 1427 4107 1345 769 1409 837 624 1545 1777 1494
"Copg2" 0 2 0 223 587 336 554 551 360 567 1 119 186 299 230 638 669
"Coprs" 9 500 5 0 163 79 397 192 464 91 557 1257 242 169 318 234 303
"Cops2" 1591 1386 1500 2318 1853 2231 3090 4772 4493 2741 1957 2108 4009 942 2574 2530 2956
"Cops3" 5106 287 2865 1296 6361 4014 6370 6456 5386 2006 1309 1783 3327 1630 6453 7278 5317
"Cops4" 2670 2398 2145 1941 5138 6836 7086 9024 3386 2811 1933 2248 3309 1770 8105 8759 7431
"Cops5" 4115 1175 3556 1258 7128 6865 5754 8694 3689 1535 2023 2140 1986 2227 5635 9464 8187
"Cops6" 3314 1390 2753 2823 9895 7668 7793 8919 2809 2249 1514 3996 2165 1615 8445 12815 9909
"Cops7a" 468 1229 844 381 2986 2346 2173 3374 2324 443 606 820 472 428 3644 4027 3139
"Cops7b" 287 2 566 1 1722 612 986 777 453 118 362 358 104 274 1004 1119 669
"Cops8" 1228 2001 1318 2143 2789 2929 3172 4426 2374 1511 1129 1640 1926 910 4643 5926 2868
"Copz1" 2996 1469 3004 1630 5750 8812 9905 12023 7856 3168 3888 6287 3555 2489 10349 9031 8209
"Copz2" 1174 90 570 573 0 22 6 104 28 171 16 85 11 326 0 0 13
"Coq10a" 291 480 0 673 106 499 92 345 838 1325 30 414 373 190 298 664 208
"Coq10b" 1350 1218 752 245 1031 914 1317 1382 1439 1837 2298 2333 1226 901 863 1088 1424
"Coq2" 8 216 1628 8 509 488 449 589 292 799 189 386 777 17 605 945 573
"Coq3" 1004 489 0 463 382 1317 1549 1267 1102 851 141 460 404 261 1077 2006 1353
"Coq4" 209 1 391 34 247 375 652 812 1099 361 490 225 470 516 694 998 906
"Coq5" 490 104 936 525 1501 334 1069 748 1479 447 52 1011 467 96 966 1621 868
"Coq6" 943 0 103 467 1005 1169 634 1305 1089 661 287 257 314 263 951 684 1034
"Coq7" 2416 849 506 62 11995 5606 4754 4984 3613 1115 770 1185 2041 533 6623 5846 6872
"Coq9" 510 391 772 9 73 497 798 539 1024 619 1330 781 1060 1446 690 945 325
"Corin" 0 0 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Coro1a" 0 1 41 0 200 108 30 185 0 0 0 0 0 0 4 0 65
"Coro1b" 651 1034 766 864 1215 875 942 675 670 1427 337 715 514 384 1069 1008 919
"Coro1c" 303 1179 1431 904 1808 2073 2015 2046 16 5 5 196 7 209 2497 2719 2153
"Coro2a" 0 0 79 0 0 0 0 0 0 1 0 0 4 0 43 0 0
"Coro2b" 0 519 350 562 116 691 619 877 682 1078 440 554 1620 1085 717 611 685
"Coro6" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"Coro7" 733 0 81 88 7 145 72 241 356 275 8 337 188 101 71 37 190
"Cort" 0 0 0 0 0 19 19 2 0 0 0 0 0 0 0 73 5
"Cotl1" 0 1 0 0 14 180 471 196 8 332 542 304 314 550 107 2 118
"Cox10" 67 822 102 489 878 633 413 641 2260 1386 1134 1456 992 1090 883 1164 1155
"Cox11" 2 17 2 0 25 243 154 169 1220 437 123 699 1007 159 158 308 173
"Cox14" 2776 1656 4242 1810 3725 5319 7102 4818 2728 3032 2640 2871 3115 2995 7855 8547 7382
"Cox15" 66 0 29 3 22 99 42 35 10 240 24 0 71 0 132 3 121
"Cox16" 2746 6166 4273 3166 3742 4808 3926 4040 2320 1903 1416 2023 1741 1214 4502 4891 4740
"Cox17" 4284 3671 5134 2451 5201 7060 5330 2806 2546 1655 2744 1934 2855 1518 5883 4692 5343
"Cox18" 115 161 0 65 599 176 214 112 379 95 187 570 283 377 261 378 417
"Cox19" 2848 2788 1317 509 3026 5453 3383 3099 824 575 690 801 881 1652 4366 7821 5980
"Cox20" 2773 4019 1899 1323 7174 13038 9078 7997 3321 5390 3890 3588 4629 1567 7634 8983 10388
"Cox4i1" 24692 27615 22527 16691 43638 56849 44427 35982 22787 11300 16175 15226 18376 18806 46583 47979 56919
"Cox4i2" 0 1 442 1 0 128 7 1 808 412 214 1319 914 528 32 141 90
"Cox5a" 842 1381 766 598 380 1341 925 483 768 2289 486 1431 1841 907 1154 675 1108
"Cox5b" 427 950 1083 766 424 833 822 596 2507 1815 618 2272 2329 658 790 1618 787
"Cox6a1" 875 1538 6443 1200 1303 1419 10514 5844 8819 7586 7361 5387 9806 1511 16192 23412 1716
"Cox6a2" 0 0 0 0 145 0 0 23 0 0 0 0 0 0 38 0 3
"Cox6b1" 21560 25549 13747 8700 24201 36852 23539 15620 11993 10533 13139 7923 13184 10559 27006 23676 27020
"Cox6b2" 389 1 0 120 653 1130 490 631 1065 784 1443 976 1028 701 663 716 1124
"Cox6c" 17302 27422 15382 10591 28286 46489 31802 24163 11906 13769 10517 9231 13327 9754 31821 33351 34825
"Cox7a1" 33 326 471 45 4 69 55 3 32 63 0 28 22 178 52 15 49
"Cox7a2" 14879 19646 11759 9736 22700 35637 26080 20796 7828 8529 8149 5837 10999 9119 24801 22429 29596
"Cox7a2l" 7340 4070 6117 5487 6760 9236 7753 6911 3059 1981 2860 2649 3180 1476 7687 9450 8574
"Cox7b" 6380 9688 4210 4465 7716 16805 12369 9379 5956 7326 7637 5139 9177 7295 11591 13241 13955
"Cox7b2" 0 0 1 0 0 1 0 0 49 80 168 261 136 85 7 0 5
"Cox7c" 10305 16231 8985 8369 35851 47103 33797 26436 10581 12234 12059 7730 13641 11070 36357 36975 45349
"Cox8a" 280 404 1101 467 112 629 1445 912 6232 6960 3261 6244 7882 1056 2652 3596 513
"Cox8b" 0 0 0 0 0 16 7 0 22 0 84 50 24 10 26 28 39
"Cox8c" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cp" 9661 8448 11645 6735 0 28 0 38 49 10 0 495 22 0 6 0 20
"Cpa1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cpa2" 0 0 0 0 0 45 0 191 0 176 0 0 83 6 51 0 206
"Cpa3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cpa4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Cpa5" 7 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
"Cpa6" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cpb1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cpb2" 28 0 0 0 0 0 0 51 0 0 0 0 0 0 0 0 0
"Cpd" 3724 7272 5434 5643 695 674 792 925 923 1489 1 1158 1711 211 1369 1548 898
"Cpe" 1737 2031 1013 1642 10761 8105 8592 12437 109028 54512 45797 73774 75244 59828 16948 16009 12116
"Cpeb1" 13 0 1 2 0 77 0 22 143 1021 622 1082 979 361 159 3 3
